,dialogue_id,dialogue_turn,text,annotation,multi_labels,Elicit-Pref,No-Need,Non-strategic,Other-Need,Promote-coordination,Self-Need,Showing-Empathy,Small-talk,UV-Part,Vouch-Fair
2629,458,7,"sure thats sounds fair, so that would leave you with two units of food one unit of firewood and one unit of water then?",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2630,458,8,That sounds fair to me. Have fun with the kiddo!,"Vouch-Fair,Small-talk","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,0,0,0,1,0,1
2631,458,9,"thanks again, hope you and your family have a fun and safe trip!",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2632,459,0,Hi! I look forward to making a trade with you that's good for us both.,"Promote-coordination,Vouch-Fair","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2633,459,1,"Me too, hopefully we can get together on a deal.",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2634,459,2,I'm hoping so too. What's most valuable to you?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2635,459,3,"Water, what about you? ",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2636,459,4,"Food, but I definitely do need some water, too. Can you live with taking 2 waters?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2637,459,5,"Yes, can you live with two foods? ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2638,459,6,I can. How about firewood? I would like 2 if possible.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2639,459,7,Well there are only 3.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2640,459,8,"Of course. Since you're getting more water, I was hoping to get 2 firewood, and you could have the remaining 1. Would that work for you?",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2641,459,9,"Water was my high priority and food was your's, so I think we already split the difference there. ",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2642,459,10,"Okay, so how do you propose splitting the firewood?","Promote-coordination,Vouch-Fair","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2643,459,11,"Can we split a bundle, in the real world that would be cool.  ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2644,459,12,I wish we could. I would be down for that. 🙂 That seems the most fair to me. How about you enter the trade deal on your end?,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2645,459,13,Deal. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2646,459,14,"Then let me pass it back to you, and you can enter the trade, then hit submit. I'll be ready.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2647,460,0,"Hello, I think that I should get all of the water packages, 2 firewood and you can have all of the food.🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2648,460,1,"Hi there, i appreciate your initial offer. ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2649,460,2,What is your offer on the additional packages?,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2650,460,3,I would be willing to give you all of the firewood (3) and two of the water (2) while I get the rest,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2651,460,4,"Ok great, are you going to be ok with getting your own water and firewood during the trip?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2652,460,5,"I think that I will be able to, so I'd like to offer you those extras.🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2653,460,6,"Thank you, it would have been difficult for me to get more firewood and I appreciate the additional water. So I get 3 firewood, 2 water and 0 food.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2654,460,7,"Yes, I think that deal will be the most helpful to both of us. I appreciate the food, which is important to me.",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2655,460,8,"You are welcome. Thank you for being so understanding, the extra packages are really going to come in handy for me!🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2656,460,9,"Perfect, I will submit the deal after just a few more messages. You were great to work with!",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2657,460,10,"I agree and thanks, you also!",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2658,461,0,"hi! i would love to take my kids camping to teach them about the outdoors, to do this how about i take all of the food and 2 of the waters, you can have the rest ",Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0
2659,461,1,Hello there.  That deal most definitely will not work for me. ,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2660,461,2,"OK, If i take all 3 of the foods and 1 of the waters you can have the remaining packages ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2661,461,3,"I need to eat too, especially if I want to go on a long hike.  How about I take 2 foods, 2 waters, and 1 firewood? ",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
2662,461,4,"I am sorry that will not work for me, how about i take 2 food, 1 water and 1 firewood and you can have the rest? That way we each get some of each",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2663,461,5,I think that sounds pretty good.  I look forward to singing songs around the fire and going on extra hikes. ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2664,461,6,fantastic! and i look forward to getting my kids noses out of the electronics! ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2665,461,7,"I hear that. I think all of us could use a ""digital detox"" from time to time.  ",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2666,461,8,Especially right now when everything is closed with the COVID pandemic! ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2667,461,9,It will be good to decompress and get away from the madness. ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2668,462,0,hi,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2669,462,1,Hi how is it going?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2670,462,2,It took a while to load but good.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2671,462,3,Let's talk about how we can split the camping supplies,"Promote-coordination,Vouch-Fair","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2672,462,4,Ok I think we should split evenly,"Promote-coordination,Vouch-Fair","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2673,462,5,"yes we should come to a fair deal, what are your priority items?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2674,462,6,"Food is highest, firewood is medium, and water lowest. You?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2675,462,7,"I have food, water and firewood.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2676,462,8,Ok so whoever gets more wood should get something else higher,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2677,462,9,"How bout this deal, me - 3 water, 2 firewood, you 3 food, 1 firewood",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2678,462,10,Sounds alright,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2679,463,0,Hi there. Hope you too are looking forward to this much needed camping trip. What are your needs in terms of extra packages?,"Small-talk,Elicit-Pref","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,0,0,1,0,0
2680,463,1,"Since this is the first time for the family to be camping, having plenty of food for everyone is on the top of my list.","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
2681,463,2,I am fine with you having the 3 foods. Is it okay if I have 3 water units We are fasting and need lots of hydration.,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
2682,463,3,Are you sure you need all of the water? It would be nice to have some extra.,UV-Part,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,1,0
2683,463,4,"Well, we do need the water pretty badly. But I guess wanting all the water is stingy so I will pack extra water since we are not packing food. How about you guys receive 1 water and 3 food units?",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2684,463,5,"If you feel you absolutely need the 3 waters, I will let you have them provided I can have 2 firewoods along with the 3 foods.",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2685,463,6,"That is so nice of you. Being that you have family, you might need more firewood for cooking for the crew! Do you agree? And how many kids are you traveling with? ",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2686,463,7,I have 2 kids and want to make sure they stay warm.  The firewood will go a long way in keeping them comfortable.,Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0
2687,463,8,"I am leaving my little ones home. I feel a little guilty but am going forward with the plan! So, I input our order that you guys receive 3 food, 2 firewood, and no water. Are we in agreement?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2688,463,9,Yes. That sounds fair to me.,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2689,464,0,"Hello I'm interested in obtaining more of the water and food, but don't need any extra firewood🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2690,464,1,Well I am really in the same position as you are. Suppose I take 2 waters and only 1 food? ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2691,464,2,"I get really sweaty when I hike, so I really need to get at least 2 of the waters.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
2692,464,3,My friend is joining me tomorrow so there will be two of us. I really need the extra water so we both can stay hydrated. You can have all the food and 2 of the firewood packs if I get 2 of the water packs. 🙂,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
2693,464,4,"I understand, but I don't need any extra firewood.  You could have 2 food, 3 firewood, and 1 water?🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2694,464,5,Well I am going to have to think about this deal. Perhaps I can contact my friend and see if he can get some extra water. He is a big eater so the food may come in handy. ,Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0
2695,464,6,That would make things better for me.  ,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2696,464,7,Can I ask you why you need so much water for one person? ,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2697,464,8,"Hiking in the summer, I sweat a lot and I don't want to risk getting dehydrating and sick out in the woods.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
2698,464,9,"Well this might work out, I will agree to take 2 food, 3 firewood and 1 water. I think we will be fine because we are not going hiking. We are going to sit around campfire and catch up on old times. Good deal for both of us if you agree. 🙂","Small-talk,Vouch-Fair","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,0,0,0,1,0,1
2699,465,0,"How's it going?  If it's alright with you, you can have all of the water and I'll take all of the firewood.  We can work out a deal on the food as well.",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2700,465,1,I have circulatory issued due to a heart condition and cold quickly. I would appreciate if I could get at least 2 of the firewood. You can have 2 of the food so you won't get hungry. 🙂,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
2701,465,2,"I was planning on building a big bonfire for the evening.  There'd be plenty of room if you wanted to join for warmth.  I'm a bit hungry and would appreciate the extra food.  You can have all of the water if you'd like.  If you warm it by the bonfire, it may be useful to soak in to improve your circulation.","Self-Need,Small-talk,UV-Part","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,0,0,1,0,1,1,0
2702,465,3,I get tired to easy so I probably won't be much fun at a bonfire ☹️. I really do appreciate the offer though. I would think the extra food would do you more good for your party. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2703,465,4,"The extra food would be appreciated.  How about if I take just two each of the firewood and food, and you can have the remainder, plus all of the water?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2704,465,5,I am just concerned that only 1 firewood might make it so I'm too cold to function. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2705,465,6,"If you boil the water above the fire, it will provide additional heat over time.  You would also be able to make tea, which would warm you up from the inside as well, better than any fire would.  That would probably be most beneficial to you.  I really do need the 2 firewood if there's any chance of making a bonfire for my party.","UV-Part,Other-Need,Self-Need","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",0,0,0,1,0,1,0,0,1,0
2706,465,7,I am allergic to tea and coffee. I wonder if the smaller fire would be more quaint for everyone to sit around. ,UV-Part,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,1,0
2707,465,8,"It really wouldn't do the job that well at all.  You could always prepare hot cocoa or use your share of the food to make a warm stew.  I really do need at least the two firewood and a couple of food.  You can have all the water to make a hearty and hot stew to get your through the night, though.",UV-Part,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,1,0
2708,465,9,I can't eat much anyway because of the health issues. You could have all of the food if I could get the extra firewood. That would still give you an extra firewood in addition to the basic supply and lots of extra food for your party. I'm sure they would love having some of the stew you mentioned.,"Promote-coordination,UV-Part","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,0,0,0,1,0,0,0,1,0
2709,465,10,"Well, how about I take just the one extra firewood, plus all of the food, and one of the water so that I can make stew?  Would that work for you?",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2710,465,11,That sounds good. I hope your party is wonderful.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2711,466,0,Hello there?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2712,466,1,Hi! How are you?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2713,466,2,I am fine. How is your camping trip going?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2714,466,3,"I'm just finishing the final details of packing. I'm a little concerned I don't have enough of a few things. It is supposed to be over 100 degrees where we are going, and I don't think I have enough water. I'm concerned my kids are going to get dehydrated. I really could use 3 extra packages. ",Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0
2715,466,4,That will not be possible i am afraid. I need at least 2 packages of water too. I have some tabs that i have to take with water regularly.,"Vouch-Fair,Self-Need","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,0,0,0,1,0,0,0,1
2716,466,5,I don't think I will be able to give you 2 waters. I'm desperate. I need at least 2. I would give you 1 if I could get 3 packages of food. I would give you all the firewood. ,"Vouch-Fair,Promote-coordination","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2717,466,6,If i give you 3 packages of food then i will take 3 packages of firewood.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2718,466,7,So I get 2 waters and 3 foods. and you get the rest?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2719,466,8,I could use one food too. How am i going to survive without eating anything?,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2720,466,9,Okay So I get 2 waters and 2 foods and you get the rest?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2721,466,10,Don't you think it is a fair deal?,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2722,466,11,I can deal with that,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2723,467,0,"hello, I need plenty of food, I have lots of friends we are camping together.","Other-Need,Self-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
2724,467,1,"bro i need aslo food, it is  my first priority",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2725,467,2,what is is your second item in your priority list?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2726,467,3,firewood,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2727,467,4,"what/ we have same priority items, how do we split this to ensure equitably ","Vouch-Fair,Promote-coordination","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2728,467,5,"2 food , 1 firewood ,2 water for me is it ok?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2729,467,6,not fair at all☹️,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2730,467,7,"then what will do, ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2731,467,8,"if you take two food, then I take all the wood and two two water and one food",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2732,467,9,no then u have to give 3 food for me,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2733,467,10,I can have two food then and one wood and you can have the rest of the items,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2734,467,11,"bro make it 3 food for me, u can take 3 fire wood  give me to water",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2735,467,12,"you are not being fair, bare in mind we have same priority, so if you take all the food you have to give me the wood and water, or you can take all the wood and water and give me the food","Vouch-Fair,Promote-coordination","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1
2736,467,13,"you also not fare,you also not  ready to give a give offer, give me 3 food , remaining one firewood one water 3 1 1",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2737,467,14,"no, I think I will just walk away",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2738,467,15,bro u also not offer a good deal,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2739,467,16,"one food, three wood.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2740,467,17,"bro it is not a fair deal give me 2 food, one firewood 2 water",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2741,467,18,if you think I am not being fair can I have what you are asking for?,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2742,467,19,"you told me i not fair that why i told you are not fare,3 food for me  will give 3 firewood for me, give 2 water for me, other we can end the deal and both we can forget the bonus",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2743,467,20,ok,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2744,467,21,"then what will do ? if you ok for 3 food for me , 3 firefor you, 2 water for me , for this deal we can go forward?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2745,467,22,"of course not. you just took all the priority items and you still want two water. I am going to make the last offer. you take two food and two water, I take one food, three wood and aone water. ",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2746,467,23,bro  make food as 3 and send me offer on that box,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2747,468,0,"Hi, I would like to get 3 firewood, 2 waters and 1 food pack.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2748,468,1,"Hello, I am in need of more water than just one,could you possibly allow me to have two and the other items are fine",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2749,468,2,I have a bunch of kids and need extra water. I can give you 2 food packs instead.,Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0
2750,468,3,"Then i understand, i have kidney issues but i would rather go without then take away from a family","Showing-Empathy,Vouch-Fair","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,0,0,0,0,0,1,0,0,1
2751,468,4,If you need water for a medical issue the of course you can have two waters.,Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0
2752,468,5,"You are being very kind then, im elderly so trying to make fresh water by boiling it from getting it from a river was concerning to me. How about you take all three of the food for your kiddo's",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2753,468,6,That sounds fair. The kids can bathe in the stream. We are good with 2 food packs.,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2754,468,7,"Lol, wish i could. Then you take all 3 of the firewood, I'll take 2 of the Water and 1 of the food, sound good?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2755,468,8,"Just to be clear, I get 3 firewoods, 1 water and 1 food. You get 0 firewood, 2 waters and 2 food packs?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2756,468,9,"Everything sounds good except you and your family take 2 of the food, i need to lose weight anyway.",No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0
2757,468,10,Perfect! Thank you!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2758,468,11,"We have a deal, enjoy the camping trip with the family, the best memories",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2759,469,0,Hello there. I'd like to discuss making a deal.,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
2760,469,1,"yes, what would you like?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2761,469,2,I was thinking I will take all the food and water. You can have the firewood. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2762,469,3,that's not going to work for me. I need to keep at least 2 foods and 1 firewood but you can have all the water.,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
2763,469,4,Are you most interested in the food? 😮,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
2764,469,5,"yeah I didn't pack enough for my trip, so I'm a little worried about my supplies.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
2765,469,6,I see. I wouldn't want you to go hungry. ☹️,Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0
2766,469,7,thank you for that.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
2767,469,8,I'm glad we seem to have come to an agreement. This camping trip is going to be fun!,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
2768,469,9,"I'm so excited! So just to be clear: you get 1 food, 2 firewood, 3 water",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
